ticker,name,sector,fy,ocf,capex_ppe,capex_intangible,capex,fcf,depr,marcap,pfr
005930,삼성전자,반도체_메모리,2025,85315148000000.0,47522179000000.0,4630970000000.0,52153149000000.0,33161999000000.0,,1715882771448000.0,51.74
000660,SK하이닉스,반도체_메모리,2025,53373126000000.0,27518924000000.0,1060419000000.0,28579343000000.0,24793783000000.0,,1380504481005000.0,55.68
402340,SK스퀘어,기타,2025,387202000000.0,23145000000.0,15489000000.0,38634000000.0,348568000000.0,,154919145164000.0,444.44
005380,현대차,자동차_완성차,2025,-5991270000000.0,8366764000000.0,2703092000000.0,11069856000000.0,-17061126000000.0,,133297305666000.0,
009150,삼성전기,전자부품,2025,1490090883051.0,1192112995578.0,54210548833.0,1246323544411.0,243767338640.0,,95757318272000.0,392.82
373220,LG에너지솔루션,2차전지_셀,2025,4432277000000.0,10833917000000.0,164758000000.0,10998675000000.0,-6566398000000.0,,95238000000000.0,
032830,삼성생명,보험,2025,5256261000000.0,36441000000.0,133203000000.0,169644000000.0,5086617000000.0,,73200000000000.0,14.39
034020,두산에너빌리티,원자력,2025,751801000000.0,403095000000.0,295016000000.0,698111000000.0,53690000000.0,,72319353383400.0,1346.98
329180,HD현대중공업,조선,2025,3510392442000.0,511943688000.0,29546150000.0,541489838000.0,2968902604000.0,,71793477900000.0,24.18
028260,삼성물산,지주사,2025,3023741373868.0,1736393846854.0,169135875846.0,1905529722700.0,1118211651168.0,,67867132648500.0,60.69
207940,삼성바이오로직스,바이오_CDMO,2025,2247807426551.0,1391740885639.0,83332629654.0,1475073515293.0,772733911258.0,,65501695665000.0,84.77
000270,기아,자동차_완성차,2025,9054140000000.0,3764508000000.0,1228561000000.0,4993069000000.0,4061071000000.0,,64105814271600.0,15.79
012450,한화에어로스페이스,방산,2025,4049804576000.0,1710503200000.0,283579185000.0,1994082385000.0,2055722191000.0,,63783927037000.0,31.03
105560,KB금융,은행,2025,4226378000000.0,333440000000.0,221529000000.0,554969000000.0,3671409000000.0,914686000000.0,59395077481500.0,16.18
012330,현대모비스,자동차_부품,2025,4472515000000.0,1347770000000.0,167887000000.0,1515657000000.0,2956858000000.0,,57524457622000.0,19.45
006400,삼성SDI,2차전지_셀,2025,792385760879.0,3066850926743.0,62253384372.0,3129104311115.0,-2336718550236.0,,52300008970000.0,
055550,신한지주,은행,2025,9730881000000.0,258659000000.0,378410000000.0,637069000000.0,9093812000000.0,1295085000000.0,46563592814100.0,5.12
034730,SK,지주사,2025,6098798000000.0,9586382000000.0,494495000000.0,10080877000000.0,-3982079000000.0,,45894210999000.0,
068270,셀트리온,바이오_CDMO,2025,646050776661.0,108223875636.0,223510374817.0,331734250453.0,314316526208.0,,44224558093100.0,140.7
267260,HD현대일렉트릭,기타,2025,959572657325.0,233500152700.0,8414637601.0,241914790301.0,717657867024.0,,42391430760000.0,59.07
010120,LS ELECTRIC,기타,2025,299948385888.0,200850433496.0,8716133787.0,209566567283.0,90381818605.0,191828356016.0,41625000000000.0,460.55
066570,LG전자,기타,2025,4280500000000.0,2615348000000.0,1292032000000.0,3907380000000.0,373120000000.0,,38522216887000.0,103.24
006800,미래에셋증권,증권,2025,-6860961000000.0,44782000000.0,8911000000.0,53693000000.0,-6914654000000.0,,37882677776000.0,
042660,한화오션,조선,2025,1314671582302.0,709619704392.0,7002548692.0,716622253084.0,598049329218.0,,37719488801400.0,63.07
298040,효성중공업,기타,2025,493009624019.0,162909245075.0,15601447279.0,178510692354.0,314498931665.0,,37363463836000.0,118.8
005490,POSCO홀딩스,철강,2025,4571910292218.0,5665150778832.0,576029453839.0,6241180232671.0,-1669269940453.0,4363024055236.0,35381341805500.0,
086790,하나금융지주,은행,2025,-1962471000000.0,1648700000000.0,297905000000.0,1946605000000.0,-3909076000000.0,1645594000000.0,33417991706400.0,
035420,NAVER,플랫폼,2025,3095806604677.0,1234693161100.0,84690628410.0,1319383789510.0,1776422815167.0,,31923813416000.0,17.97
042700,한미반도체,반도체_메모리,2025,228626759780.0,74621166719.0,19113861717.0,93735028436.0,134891731344.0,12135377320.0,30309279600000.0,224.69
009540,HD한국조선해양,기타,2025,4422050644000.0,946834728000.0,56866219000.0,1003700947000.0,3418349697000.0,,29547775930000.0,8.64
010130,고려아연,비철금속,2025,-628210721953.0,889578561811.0,53419012740.0,942997574551.0,-1571208296504.0,,29514378166000.0,
010140,삼성중공업,조선,2025,1562848761939.0,216254721699.0,0.0,216254721699.0,1346594040240.0,,25916000000000.0,19.25
000810,삼성화재,보험,2025,3413166155628.0,46175024427.0,20504194229.0,66679218656.0,3346486936972.0,,25850886867000.0,7.72
000150,두산,기타,2025,981908000000.0,570134000000.0,328229000000.0,898363000000.0,83545000000.0,,25489096290000.0,305.09
015760,한국전력,전력_유틸리티,2025,20880154000000.0,15834139000000.0,103490000000.0,15937629000000.0,4942525000000.0,13871792000000.0,25421777449200.0,5.14
051910,LG화학,화학,2025,8233859000000.0,13660731000000.0,195940000000.0,13856671000000.0,-5622812000000.0,,24883800907500.0,
316140,우리금융지주,기타,2025,13642391000000.0,325952000000.0,180481000000.0,506433000000.0,13135958000000.0,1250606000000.0,22976588816000.0,1.75
064350,현대로템,방산,2025,904313494000.0,129245658000.0,27225833000.0,156471491000.0,747842003000.0,,22319598918500.0,29.85
003670,포스코퓨처엠,2차전지_양극재,2025,-33577422254.0,1498908768505.0,,1498908768505.0,-1532486190759.0,,21836297010000.0,
017670,SK텔레콤,통신,2025,3923847000000.0,2206567000000.0,116685000000.0,2323252000000.0,1600595000000.0,,21822669384800.0,13.63
267250,HD현대,기타,2025,7384884225000.0,2159076727000.0,129841621000.0,2288918348000.0,5095965877000.0,,21802091460000.0,4.28
247540,에코프로비엠,2차전지_양극재,2025,214707183992.0,418130148124.0,20072344342.0,438202492466.0,-223495308474.0,,21302577003500.0,
096770,SK이노베이션,2차전지_셀,2025,2283052527000.0,5367187285000.0,283377113000.0,5650564398000.0,-3367511871000.0,,20996356269600.0,
272210,한화시스템,항공우주,2025,78736816771.0,298946996842.0,19366646848.0,318313643690.0,-239576826919.0,,20686673095500.0,
079550,LIG넥스원,방산,2025,-584305263675.0,169779461301.0,75988247764.0,245767709065.0,-830072972740.0,,20592000000000.0,
196170,알테오젠,바이오_혁신신약,2025,124127150186.0,23006600667.0,10410779839.0,33417380506.0,90709769680.0,,19934119596000.0,219.76
086520,에코프로,기타,2025,339076295162.0,786474151211.0,25591260373.0,812065411584.0,-472989116422.0,,19891206268000.0,
011070,LG이노텍,전자부품,2025,1331402000000.0,610988000000.0,143540000000.0,754528000000.0,576874000000.0,,19785701452000.0,34.3
011200,HMM,해운,2025,3305131000000.0,1593575000000.0,5127000000.0,1598702000000.0,1706429000000.0,,19383540283500.0,11.36
033780,KT&G,기타,2025,582875000000.0,639535000000.0,34946000000.0,674481000000.0,-91606000000.0,,19319125861600.0,
035720,카카오,플랫폼,2025,1404762595727.0,479169184734.0,135204140062.0,614373324796.0,790389270931.0,,18639343910800.0,23.58
138040,메리츠금융지주,기타,2025,-6472006707057.0,24082943724.0,23698175285.0,47781119009.0,-6519787826066.0,290883408188.0,18257587484300.0,
003550,LG,지주사,2025,1015114000000.0,151375000000.0,,151375000000.0,863739000000.0,246515000000.0,18205858109250.0,21.08
086280,현대글로비스,물류,2025,2500761317215.0,592742647045.0,30441308190.0,623183955235.0,1877577361980.0,,17662500000000.0,9.41
006260,LS,비철금속,2025,206330000000.0,1147762000000.0,42239000000.0,1190001000000.0,-983671000000.0,,17160000000000.0,
307950,현대오토에버,IT서비스,2025,423608443000.0,169490711000.0,67585231000.0,237075942000.0,186532501000.0,,17002868840000.0,91.15
024110,기업은행,기타,2025,-3022146000000.0,,206589000000.0,206589000000.0,-3228735000000.0,,16666200662100.0,
000720,현대건설,건설_대형,2025,-748259000000.0,107202000000.0,8660000000.0,115862000000.0,-864121000000.0,,16592008985000.0,
047810,한국항공우주,항공우주,2025,-903316343552.0,128568507493.0,61227978317.0,189796485810.0,-1093112829362.0,,16395312997400.0,
018260,삼성에스디에스,IT서비스,2025,1203327812666.0,315345758063.0,44117614609.0,359463372672.0,843864439994.0,,14949390960000.0,17.72
277810,레인보우로보틱스,로봇,2025,-9285606999.0,17608673072.0,571761975.0,18180435047.0,-27466042046.0,,14782691796000.0,
278470,에이피알,기타,2025,341046397295.0,15411405167.0,2506371609.0,17917776776.0,323128620519.0,30370978020.0,14675756760000.0,45.42
030200,KT,통신,2025,4941733000000.0,,444214000000.0,444214000000.0,4497519000000.0,,14163618697000.0,3.15
071050,한국금융지주,증권,2025,-7607218000000.0,15666000000.0,17745000000.0,33411000000.0,-7640629000000.0,,14154401968000.0,
0126Z0,삼성에피스홀딩스,기타,2025,-103744989650.0,6332725524.0,33653795041.0,39986520565.0,-143731510215.0,68593270630.0,12665471941000.0,
259960,크래프톤,게임,2025,1045103395353.0,77174413938.0,24839255532.0,102013669470.0,943089725883.0,,12409613717000.0,13.16
047050,포스코인터내셔널,무역상사,2025,1941539030000.0,674614248000.0,384430026000.0,1059044274000.0,882494756000.0,,12384964275200.0,14.03
010950,S-Oil,정유,2025,3942304000000.0,3906036000000.0,2581000000.0,3908617000000.0,33687000000.0,,12294040886400.0,364.95
005940,NH투자증권,기타,2025,-5421616000000.0,11252000000.0,16548000000.0,27800000000.0,-5449416000000.0,,11705912521650.0,
047040,대우건설,기타,2025,462905032703.0,100294505123.0,10687212598.0,110981717721.0,351923314982.0,,11608140773500.0,32.98
016360,삼성증권,기타,2025,-5323820633293.0,11459554550.0,32760913919.0,44220468469.0,-5368041101762.0,,11439330000000.0,
323410,카카오뱅크,기타,2025,6005765000000.0,60912000000.0,8770000000.0,69682000000.0,5936083000000.0,61757000000.0,10902201985450.0,1.84
001440,대한전선,기타,2025,-171279828165.0,155166163954.0,5530368530.0,160696532484.0,-331976360649.0,,10818791299200.0,
443060,HD현대마린솔루션,기타,2025,324127754474.0,17161529714.0,854214590.0,18015744304.0,306112010170.0,,10782447130000.0,35.22
039490,키움증권,증권,2025,-6399934098932.0,65425833281.0,375373472776.0,440799306057.0,-6840733404989.0,66695691392.0,10530668874000.0,
028050,삼성E&A,기타,2025,254433358974.0,53492598716.0,42999684171.0,96492282887.0,157941076087.0,,10270400000000.0,65.03
005830,DB손해보험,보험,2025,-282418000000.0,75432000000.0,34308000000.0,109740000000.0,-392158000000.0,,10244254583600.0,
352820,하이브,엔터,2025,107483561000.0,31362065000.0,29742914000.0,61104979000.0,46378582000.0,,10226008575250.0,220.49
003490,대한항공,항공사,2025,4075191178550.0,4289140065128.0,6979969630.0,4296120034758.0,-220928856208.0,2855464406172.0,9849902681750.0,
000880,한화,기타,2025,8320196000000.0,5683806000000.0,413089000000.0,6096895000000.0,2223301000000.0,,9835854700500.0,4.42
003230,삼양식품,기타,2025,309287213625.0,448988219606.0,12384146085.0,461372365691.0,-152085152066.0,,9785386485000.0,
950160,코오롱티슈진,기타,2025,-16884915.0,841069.0,81752540.0,82593609.0,-99478524.0,572207.0,9304018290000.0,
007660,이수페타시스,기타,2025,168752524669.0,153463175981.0,1644367086.0,155107543067.0,13644981602.0,,9190834218800.0,673.57
036930,주성엔지니어링,반도체_장비,2025,-30678160138.0,,,0.0,-30678160138.0,19151276564.0,9180021397500.0,
000250,삼천당제약,기타,2025,9793496690.0,46146079346.0,13442293094.0,59588372440.0,-49794875750.0,11158540274.0,8702722112000.0,
062040,산일전기,기타,2025,115453741409.0,15254063586.0,1206500000.0,16460563586.0,98993177823.0,,8557130075000.0,86.44
058470,리노공업,기타,2025,179468846374.0,59954233830.0,282097350.0,60236331180.0,119232515194.0,,8230879800000.0,69.03
064400,LG씨엔에스,IT서비스,2025,418168400000.0,44416116000.0,8756776000.0,53172892000.0,364995508000.0,,7905893356800.0,21.66
267270,HD건설기계,기계_건설장비,2025,166035785000.0,144445513000.0,10080400000.0,154525913000.0,11509872000.0,,7897528625600.0,686.15
000990,DB하이텍,기타,2025,356967025481.0,146129867916.0,8163875766.0,154293743682.0,202673281799.0,,7883031345600.0,38.9
180640,한진칼,기타,2025,122225750000.0,1629058000.0,4920143000.0,6549201000.0,115676549000.0,21161936000.0,7877948922000.0,68.1
161390,한국타이어앤테크놀로지,타이어,2025,1608024241978.0,2107661242477.0,200289522912.0,2307950765389.0,-699926523411.0,,7841291867700.0,
326030,SK바이오팜,기타,2025,176333532013.0,6891568938.0,22618549859.0,29510118797.0,146823413216.0,,7596385250000.0,51.74
034220,LG디스플레이,디스플레이,2025,2352083000000.0,1347937000000.0,759146000000.0,2107083000000.0,245000000000.0,,7570000000000.0,30.9
353200,대덕전자,전자부품,2025,71551720318.0,64877213066.0,2261870022.0,67139083088.0,4412637230.0,,7466897367500.0,1692.16
009830,한화솔루션,태양광,2025,-655006000000.0,2010493000000.0,7013000000.0,2017506000000.0,-2672512000000.0,,7417162928400.0,
090430,아모레퍼시픽,화장품,2025,583839768058.0,64585887231.0,26680518856.0,91266406087.0,492573361971.0,,7130267322100.0,14.48
039030,이오테크닉스,기타,2025,100287776582.0,3906067446.0,174067717.0,4080135163.0,96207641419.0,,7108380350000.0,73.89
078930,GS,정유,2025,2193338000000.0,1882856000000.0,28105000000.0,1910961000000.0,282377000000.0,,7033694114600.0,24.91
000100,유한양행,제약_전통,2025,106227395422.0,99601135225.0,34875885668.0,134477020893.0,-28249625471.0,71735956071.0,7032883168300.0,
454910,두산로보틱스,로봇,2025,-17322515546.0,13137762569.0,2232536023.0,15370298592.0,-32692814138.0,,6883881876000.0,
028300,HLB,바이오_혁신신약,2025,-92588030393.0,16946773717.0,586381506.0,17533155223.0,-110121185616.0,,6859708484500.0,
000500,가온전선,기타,2025,41739624000.0,24466101000.0,173018000.0,24639119000.0,17100505000.0,27073632000.0,6782677150000.0,396.64
377300,카카오페이,기타,2025,118619005514.0,15328577797.0,5821395419.0,21149973216.0,97469032298.0,,6776339377500.0,69.52
032640,LG유플러스,통신,2025,2963757000000.0,1611423000000.0,372405000000.0,1983828000000.0,979929000000.0,2800206000000.0,6744006889950.0,6.88
298380,에이비엘바이오,기타,2025,-41253077040.0,,69690000.0,69690000.0,-41322767040.0,,6668106843300.0,
021240,코웨이,기타,2025,35544145039.0,223928885986.0,13289079808.0,237217965794.0,-201673820755.0,,6645061301400.0,
336260,두산퓨얼셀,수소_연료전지,2025,-56507117413.0,34268630106.0,71733232761.0,106001862867.0,-162508980280.0,,6634514443800.0,
066970,엘앤에프,2차전지_양극재,2025,-29205374598.0,137353241925.0,2040175357.0,139393417282.0,-168598791880.0,85296996244.0,6569971088800.0,
241560,두산밥캣,기계_건설장비,2025,822394000.0,168382000.0,73214000.0,241596000.0,580798000.0,,6556554846000.0,11288.87
082740,한화엔진,기타,2025,330318677509.0,33289810489.0,5571964959.0,38861775448.0,291456902061.0,,6250190935800.0,21.44
440110,파두,기타,2025,-3703541869.0,-4061919991.0,-75900000.0,-4137819991.0,434278122.0,,6151890355600.0,14165.78
240810,원익IPS,반도체_장비,2025,156607028356.0,25661159526.0,6342191451.0,32003350977.0,124603677379.0,39526448009.0,6101128894300.0,48.96
141080,리가켐바이오,바이오_혁신신약,2025,-124532936677.0,3049519644.0,2991403869.0,6040923513.0,-130573860190.0,,6037867075800.0,
036570,엔씨소프트,게임,2025,161967521188.0,103460096418.0,11595039660.0,115055136078.0,46912385110.0,104575425271.0,5967694094000.0,127.21
087010,펩트론,기타,2025,-20586335436.0,2493654336.0,502750001.0,2996404337.0,-23582739773.0,,5957582925000.0,
128940,한미약품,제약_전통,2025,173072329954.0,43024532778.0,33522496152.0,76547028930.0,96525301024.0,136083985765.0,5886650364500.0,60.99
010060,OCI홀딩스,태양광,2025,553878733000.0,370844519000.0,1788451000.0,372632970000.0,181245763000.0,,5834447500000.0,32.19
052690,한전기술,원자력,2025,29316127878.0,4574307794.0,3122498956.0,7696806750.0,21619321128.0,23009199589.0,5568654000000.0,257.58
029780,삼성카드,기타,2025,-1575026000000.0,12055000000.0,47926000000.0,59981000000.0,-1635007000000.0,887915000000.0,5532262045250.0,
011790,SKC,기타,2025,-567575812502.0,284106832517.0,5222470634.0,289329303151.0,-856905115653.0,,5483329550400.0,
271560,오리온,음료_주류,2025,537328134910.0,122555594615.0,23759527941.0,146315122556.0,391013012354.0,165211201049.0,5420403697200.0,13.86
004020,현대제철,철강,2025,2053257208793.0,1492664770515.0,26844817090.0,1519509587605.0,533747621188.0,,5384537424750.0,10.09
138930,BNK금융지주,기타,2025,-2023799286987.0,93519070119.0,81168887756.0,174687957875.0,-2198487244862.0,208061325576.0,5377967481890.0,
103590,일진전기,기타,2025,86862549000.0,24564642000.0,2575426000.0,27140068000.0,59722481000.0,,5226318744000.0,87.51
018880,한온시스템,자동차_부품,2025,112337412418.0,293086557785.0,187091840000.0,480178397785.0,-367840985367.0,,5162100636560.0,
004170,신세계,유통_백화점,2025,990582722093.0,490851138416.0,9942649745.0,500793788161.0,489788933932.0,,5100397740000.0,10.41
310210,보로노이,기타,2025,-72094552780.0,1649565321.0,32807700.0,1682373021.0,-73776925801.0,,5069798110500.0,
001040,CJ,기타,2025,4987380240000.0,2335628897000.0,1036173693000.0,3371802590000.0,1615577650000.0,,5068044552600.0,3.14
022100,포스코DX,기타,2025,145951092070.0,5451717497.0,3287620032.0,8739337529.0,137211754541.0,,4956332165400.0,36.12
088350,한화생명,기타,2025,4377244000000.0,188100000000.0,115786000000.0,303886000000.0,4073358000000.0,,4924565100000.0,1.21
222800,심텍,기타,2025,-198611950618.0,55861442016.0,532441062.0,56393883078.0,-255005833696.0,,4904028567900.0,
450080,에코프로머티,기타,2025,94409083213.0,300702888369.0,1375067248.0,302077955617.0,-207668872404.0,,4857475200900.0,
178320,서진시스템,기타,2025,-39756707314.0,292650814802.0,3166469396.0,295817284198.0,-335573991512.0,106878165280.0,4857339870800.0,
175330,JB금융지주,기타,2025,-1137480000000.0,49774000000.0,65062000000.0,114836000000.0,-1252316000000.0,,4791053712800.0,
214370,케어젠,기타,2025,18589458609.0,3860314345.0,1061465527.0,4921779872.0,13667678737.0,,4786006500000.0,350.17
023530,롯데쇼핑,유통_백화점,2025,1723750652721.0,651764091594.0,46018060938.0,697782152532.0,1025968500189.0,,4579949434500.0,4.46
002380,KCC,건설자재_가구,2025,789477482258.0,319905524666.0,,319905524666.0,469571957592.0,461790887363.0,4571420672000.0,9.74
095340,ISC,기타,2025,41712020998.0,5671292473.0,662843304.0,6334135777.0,35377885221.0,,4530871147500.0,128.07
108490,로보티즈,기타,2025,7075291568.0,2194355547.0,246269549.0,2440625096.0,4634666472.0,2545356688.0,4514364624000.0,974.04
080220,제주반도체,기타,2025,25554903161.0,2524757610.0,200000000.0,2724757610.0,22830145551.0,,4484456856600.0,196.43
403870,HPSP,기타,2025,100205138390.0,2329823754.0,99357251.0,2429181005.0,97775957385.0,,4460660000000.0,45.62
319400,현대무벡스,기타,2025,-1431766908.0,2681823097.0,214126000.0,2895949097.0,-4327716005.0,,4132051046900.0,
051900,LG생활건강,화장품,2025,446433049589.0,78879194632.0,15751749336.0,94630943968.0,351802105621.0,241461777125.0,4021601906000.0,11.43
111770,영원무역,기타,2025,374875504121.0,223162674298.0,6373159195.0,229535833493.0,145339670628.0,,3828510835200.0,26.34
012510,더존비즈온,기타,2025,129596057115.0,19272176091.0,786003627.0,20058179718.0,109537877397.0,37633424088.0,3777359160000.0,34.48
010170,대한광통신,기타,2025,-12219829801.0,840933995.0,28000000.0,868933995.0,-13088763796.0,10453406460.0,3747204406000.0,
004800,효성,기타,2025,421093178280.0,158920799942.0,8861370250.0,167782170192.0,253311008088.0,,3699629947000.0,14.61
489790,한화비전,기타,2025,5676061731.0,107398017899.0,2236088158.0,109634106057.0,-103958044326.0,,3660408275000.0,
011780,금호석유,화학,2025,715308386329.0,194402300702.0,1218927336.0,195621228038.0,519687158291.0,,3592466010000.0,6.91
011170,롯데케미칼,화학,2025,488927763234.0,1621295035577.0,13315530646.0,1634610566223.0,-1145682802989.0,,3576025028400.0,
357780,솔브레인,반도체_소재,2025,146921893948.0,119808954457.0,234849055.0,120043803512.0,26878090436.0,,3519801115000.0,130.95
251270,넷마블,게임,2025,337793565982.0,47294479759.0,16035173893.0,63329653652.0,274463912330.0,,3519089824450.0,12.82
036460,한국가스공사,전력_유틸리티,2025,6539315000000.0,1987747000000.0,254451000000.0,2242198000000.0,4297117000000.0,1936289000000.0,3470968800000.0,0.81
067310,하나마이크론,반도체_후공정,2025,174918894576.0,142911917976.0,7717332025.0,150629250001.0,24289644575.0,,3462786174600.0,142.56
064760,티씨케이,기타,2025,54111434312.0,4496721586.0,,4496721586.0,49614712726.0,,3432080712000.0,69.17
014680,한솔케미칼,2차전지_음극재소재,2025,200397744222.0,83529466177.0,330760481.0,83860226658.0,116537517564.0,54167963132.0,3422428695000.0,29.37
214150,클래시스,의료기기_미용,2025,163935787746.0,12868774989.0,6384614912.0,19253389901.0,144682397845.0,14671779496.0,3379207136200.0,23.36
226950,올릭스,기타,2025,-15899886728.0,,,0.0,-15899886728.0,2453631790.0,3373956894600.0,
145020,휴젤,기타,2025,150058740523.0,13394590817.0,16128195244.0,29522786061.0,120535954462.0,,3365153025500.0,27.92
035250,강원랜드,카지노_레저,2025,294467847955.0,115904370917.0,5692777651.0,121597148568.0,172870699387.0,84467341636.0,3337471800000.0,19.31
131970,두산테스나,기타,2025,147218334000.0,22780544000.0,2016604000.0,24797148000.0,122421186000.0,,3328150383600.0,27.19
005850,에스엘,기타,2025,508540930109.0,188402033816.0,12262350251.0,200664384067.0,307876546042.0,162905620277.0,3316424328000.0,10.77
319660,피에스케이,반도체_장비,2025,61731136881.0,18531513572.0,2000000.0,18533513572.0,43197623309.0,,3307998738800.0,76.58
302440,SK바이오사이언스,기타,2025,102507138558.0,183090850076.0,77291184475.0,260382034551.0,-157874895993.0,,3303020881300.0,
001450,현대해상,기타,2025,3527079478029.0,21574688422.0,9705166398.0,31279854820.0,3495799623209.0,,3273532800000.0,0.94
017800,현대엘리베이터,기타,2025,255573551179.0,42890827192.0,5402841008.0,48293668200.0,207279882979.0,,3248577193500.0,15.67
097950,CJ제일제당,식품,2025,2481608395000.0,1630528597000.0,121152974000.0,1751681571000.0,729926824000.0,,3229122897000.0,4.42
005290,동진쎄미켐,반도체_소재,2025,191257331406.0,77161538103.0,4247018099.0,81408556202.0,109848775204.0,100040005426.0,3226408975800.0,29.37
214450,파마리서치,기타,2025,183162279104.0,29727158506.0,6054904414.0,35782062920.0,147380216184.0,,3215596056000.0,21.82
031210,서울보증보험,기타,2025,387231449456.0,14075143706.0,60160430378.0,74235574084.0,312995875372.0,,3176882709000.0,10.15
375500,DL이앤씨,건설_대형,2025,232139885997.0,,6049704545.0,6049704545.0,226090181452.0,,3169007723700.0,14.02
457190,이수스페셜티케미컬,기타,2025,4641384000.0,49102355000.0,86856000.0,49189211000.0,-44547827000.0,,3163915898400.0,
028670,팬오션,해운,2025,702652000000.0,221569000000.0,618000000.0,222187000000.0,480465000000.0,,3143268730560.0,6.54
020150,롯데에너지머티리얼즈,기타,2025,-11053371492.0,63021652512.0,10487104127.0,73508756639.0,-84562128131.0,,3105271955900.0,
001720,신영증권,기타,2025,-442109352801.0,1666415454.0,8941481200.0,10607896654.0,-452717249455.0,,3061950000000.0,
084370,유진테크,기타,2025,66476818240.0,13388716620.0,,13388716620.0,53088101620.0,,3061583211200.0,57.67
139130,iM금융지주,기타,2025,-1477952000000.0,31764000000.0,38596000000.0,70360000000.0,-1548312000000.0,128229000000.0,3000467210440.0,
031980,피에스케이홀딩스,기타,2025,81417272271.0,1501257665.0,687555590.0,2188813255.0,79228459016.0,,2988547947000.0,37.72
383220,F&F,의류_패션,2025,355205411881.0,23985231684.0,2551900571.0,26537132255.0,328668279626.0,,2976459727500.0,9.06
347850,디앤디파마텍,기타,2025,-21138952801.0,-64410576.0,0.0,-64410576.0,-21074542225.0,,2969921166600.0,
263750,펄어비스,기타,2025,23933800287.0,2558154081.0,1910985006.0,4469139087.0,19464661200.0,24183441733.0,2968250901000.0,152.49
009420,한올바이오파마,기타,2025,-2340357567.0,947996233.0,13167744125.0,14115740358.0,-16456097925.0,,2967268238400.0,
058610,에스피지,기타,2025,28370862455.0,4820705869.0,216884967.0,5037590836.0,23333271619.0,7558092211.0,2940717936000.0,126.03
032820,우리기술,원자력,2025,-18848097423.0,45467861007.0,1275929214.0,46743790221.0,-65591887644.0,,2934448680600.0,
237690,에스티팜,기타,2025,13989325017.0,47071524296.0,213635784.0,47285160080.0,-33295835063.0,,2930679243500.0,
100790,미래에셋벤처투자,기타,2025,48814681618.0,44591400.0,73040000.0,117631400.0,48697050218.0,949463917.0,2889980089600.0,59.35
043260,성호전자,기타,2025,20087039309.0,4537629021.0,196626141.0,4734255162.0,15352784147.0,,2851097484600.0,185.71
204320,HL만도,자동차_부품,2025,720937744650.0,343848197672.0,46304632578.0,390152830250.0,330784914400.0,,2836210048000.0,8.57
218410,RFHIC,기타,2025,29499225878.0,4404635450.0,804091940.0,5208727390.0,24290498488.0,,2732349181800.0,112.49
006360,GS건설,건설_대형,2025,591530000000.0,225985000000.0,69029000000.0,295014000000.0,296516000000.0,,2730049531000.0,9.21
009970,영원무역홀딩스,기타,2025,540737658622.0,249651242823.0,9863750984.0,259514993807.0,281222664815.0,,2726845874000.0,9.7
098460,고영,기타,2025,18090229309.0,4727054515.0,8756888963.0,13483943478.0,4606285831.0,,2725593773500.0,591.71
483650,달바글로벌,기타,2025,68482449044.0,-301490748.0,-78361440.0,-379852188.0,68862301232.0,,2707895720000.0,39.32
004990,롯데지주,기타,2025,1156131183818.0,1310322358751.0,54736023274.0,1365058382025.0,-208927198207.0,,2705871518400.0,
012750,에스원,기타,2025,368598850300.0,190088549836.0,4026870560.0,194115420396.0,174483429904.0,,2694141720200.0,15.44
439260,대한조선,기타,2025,161974080833.0,8792776564.0,,8792776564.0,153181304269.0,,2677637719000.0,17.48
071970,HD현대마린엔진,기타,2025,180601821406.0,13092683668.0,706593000.0,13799276668.0,166802544738.0,,2669621656500.0,16.0
007340,DN오토모티브,기타,2025,259273221000.0,167627855000.0,9268131000.0,176895986000.0,82377235000.0,,2627137838500.0,31.89
131290,티에스이,기타,2025,48569539234.0,47145605208.0,3664472769.0,50810077977.0,-2240538743.0,,2627089387500.0,
003690,코리안리,기타,2025,1668722873508.0,13265217861.0,4013449348.0,17278667209.0,1651444206299.0,,2597799155700.0,1.57
229640,LS에코에너지,기타,2025,72484666167.0,2052031754.0,2300000.0,2054331754.0,70430334413.0,,2590864763400.0,36.79
026960,동서,기타,2025,106243502438.0,2135889694.0,,2135889694.0,104107612744.0,,2584722500000.0,24.83
257720,실리콘투,기타,2025,1140985003.0,6880463537.0,158524622.0,7038988159.0,-5898003156.0,,2521406889400.0,
078600,대주전자재료,2차전지_음극재소재,2025,10948730100.0,23384824711.0,400632883.0,23785457594.0,-12836727494.0,,2475259665200.0,
095610,테스,기타,2025,82422859490.0,32876864704.0,261777000.0,33138641704.0,49284217786.0,,2472272000000.0,50.16
139480,이마트,편의점_마트,2025,1318939140965.0,722674163941.0,41775788743.0,764449952684.0,554489188281.0,,2469825800500.0,4.45
051600,한전KPS,전력_유틸리티,2025,135731103199.0,61806035794.0,3483636869.0,65289672663.0,70441430536.0,69378793769.0,2466000000000.0,35.01
103140,풍산,비철금속,2025,-168485078220.0,184707994189.0,5635615381.0,190343609570.0,-358828687790.0,90313867531.0,2452124325000.0,
083650,비에이치아이,기타,2025,112298107754.0,15636630449.0,2845594683.0,18482225132.0,93815882622.0,,2429133437500.0,25.89
011210,현대위아,기타,2025,404129000000.0,211785000000.0,41596000000.0,253381000000.0,150748000000.0,,2423081895300.0,16.07
